INSERT INTO `zhiyezhuang_tagindex` VALUES('1','唐山工作服定做','2','2023','160','7','99','1341824530','1339732001','1261761377');
INSERT INTO `zhiyezhuang_tagindex` VALUES('675','上海工作服 促','0','2','1','0','0','1340697353','1340697353','1329917563');
INSERT INTO `zhiyezhuang_tagindex` VALUES('676','上海制服 工','0','3','1','1','2','1339117129','1337483938','1329917661');
INSERT INTO `zhiyezhuang_tagindex` VALUES('677','2009','0','5','1','0','1','1338622368','1337711309','1329917712');
INSERT INTO `zhiyezhuang_tagindex` VALUES('678','北','0','4','4','0','0','1338621507','1338621507','1330053905');
INSERT INTO `zhiyezhuang_tagindex` VALUES('679','工作装定做','0','1','1','0','0','1337764408','1337764408','1329917799');
INSERT INTO `zhiyezhuang_tagindex` VALUES('680','天津工作服订做','0','6','1','1','1','1341823725','1341823725','1329917799');
INSERT INTO `zhiyezhuang_tagindex` VALUES('681','男士皮夹克订做6795','0','3','1','1','2','1339116993','1337537021','1329917799');
INSERT INTO `zhiyezhuang_tagindex` VALUES('682','批发工作','0','2','2','0','1','1339816738','1337536862','1330012656');
INSERT INTO `zhiyezhuang_tagindex` VALUES('683','定做职业装','0','11','3','0','0','1341188428','1341188428','1339379566');
INSERT INTO `zhiyezhuang_tagindex` VALUES('684','北京职业装定做','0','2','1','0','1','1339707475','1337536911','1329917881');
INSERT INTO `zhiyezhuang_tagindex` VALUES('685','通辽','0','2','1','0','1','1338622163','1337484096','1329917943');
INSERT INTO `zhiyezhuang_tagindex` VALUES('686','门头沟','0','2','1','0','0','1340697322','1340697322','1329917943');
INSERT INTO `zhiyezhuang_tagindex` VALUES('687','网购职业装','0','2','1','0','1','1339816799','1337822439','1329917969');
INSERT INTO `zhiyezhuang_tagindex` VALUES('688','职业装生产','0','4','1','0','1','1339906269','1339117323','1329917969');
INSERT INTO `zhiyezhuang_tagindex` VALUES('689','服、职业装','0','2','1','0','0','1339816645','1339816645','1329917969');
INSERT INTO `zhiyezhuang_tagindex` VALUES('690','北京市','0','2','2','0','1','1339116673','1337662684','1330058639');
INSERT INTO `zhiyezhuang_tagindex` VALUES('691','北京衬衫厂','0','4','1','0','0','1340697172','1340697172','1329918067');
INSERT INTO `zhiyezhuang_tagindex` VALUES('692','010-62980258','0','0','1','0','0','1329918067','1329918067','1329918067');
INSERT INTO `zhiyezhuang_tagindex` VALUES('693','中国制造网商业资讯','0','6','1','1','2','1341847451','1339816895','1329918320');
INSERT INTO `zhiyezhuang_tagindex` VALUES('694','丝巾','0','2','1','0','0','1338506619','1338506619','1329918390');
INSERT INTO `zhiyezhuang_tagindex` VALUES('695','真丝','0','4','1','0','0','1340265110','1340265110','1329918390');
INSERT INTO `zhiyezhuang_tagindex` VALUES('696','上海工作服，迎宾服','0','2','1','0','1','1339117101','1337551407','1329918626');
INSERT INTO `zhiyezhuang_tagindex` VALUES('697','餐饮','0','5','3','1','1','1338621567','1338621567','1330059944');
INSERT INTO `zhiyezhuang_tagindex` VALUES('698','天津|茶馆工','0','0','1','0','0','1329918685','1329918685','1329918685');
INSERT INTO `zhiyezhuang_tagindex` VALUES('699','天津工作服定制','0','3','1','0','0','1341643607','1341643607','1329918724');
INSERT INTO `zhiyezhuang_tagindex` VALUES('700','天津制服销售','0','4','1','2','3','1339557704','1337537072','1329918724');
INSERT INTO `zhiyezhuang_tagindex` VALUES('701','衬衣批发','0','6','1','0','2','1341883572','1339707505','1329918724');
INSERT INTO `zhiyezhuang_tagindex` VALUES('702','北京盛装一族服装公司','0','8','1','1','1','1340697183','1340697183','1329918724');
INSERT INTO `zhiyezhuang_tagindex` VALUES('703','企业工作服','0','3','2','0','0','1340697338','1340697338','1329919737');
INSERT INTO `zhiyezhuang_tagindex` VALUES('704','订做工作','0','7','1','0','3','1341227154','1339582513','1329918747');
INSERT INTO `zhiyezhuang_tagindex` VALUES('705','天津工作服裤子','0','1','1','0','0','1337403661','1337403661','1329918771');
INSERT INTO `zhiyezhuang_tagindex` VALUES('706','背带式裤子','0','3','1','0','1','1341644673','1340520036','1329918771');
INSERT INTO `zhiyezhuang_tagindex` VALUES('707','北京男女裤订做','0','3','1','0','1','1340876237','1339116665','1329918771');
INSERT INTO `zhiyezhuang_tagindex` VALUES('708','裤','0','2','1','0','1','1338621818','1337493575','1329918771');
INSERT INTO `zhiyezhuang_tagindex` VALUES('709','天津工作服裤','0','2','1','0','0','1340697377','1340697377','1329918771');
INSERT INTO `zhiyezhuang_tagindex` VALUES('710','工贸','0','5','1','0','2','1341916712','1340362807','1329918795');
INSERT INTO `zhiyezhuang_tagindex` VALUES('711','伟业','0','2','1','0','1','1338622190','1337493636','1329918795');
INSERT INTO `zhiyezhuang_tagindex` VALUES('712','冠腾','0','3','1','0','0','1338621726','1338621726','1329918795');
INSERT INTO `zhiyezhuang_tagindex` VALUES('713','天津工作服/天津工服','0','0','1','0','0','1329918832','1329918832','1329918832');
INSERT INTO `zhiyezhuang_tagindex` VALUES('714','天津市天津天','0','3','1','1','2','1339707886','1337551258','1329918832');
INSERT INTO `zhiyezhuang_tagindex` VALUES('715','天津连体工作','0','2','1','0','0','1340697382','1340697382','1329918856');
INSERT INTO `zhiyezhuang_tagindex` VALUES('716','职业装thFg','0','1','1','0','0','1337696899','1337696899','1329918890');
INSERT INTO `zhiyezhuang_tagindex` VALUES('717','产品供应职业装thFg','0','2','1','0','1','1339816311','1337590786','1329918890');
INSERT INTO `zhiyezhuang_tagindex` VALUES('718','北京职业装thF','0','2','1','0','1','1339707481','1337576348','1329918890');
INSERT INTO `zhiyezhuang_tagindex` VALUES('719','职业装CdSTG','0','3','1','0','1','1339708007','1337522536','1329918915');
INSERT INTO `zhiyezhuang_tagindex` VALUES('720','代理职业装CdSTG','0','2','1','0','1','1339707528','1337648399','1329918915');
INSERT INTO `zhiyezhuang_tagindex` VALUES('721','北京职业装CdS','0','1','1','0','0','1337696891','1337696891','1329918915');
INSERT INTO `zhiyezhuang_tagindex` VALUES('722','女性','0','8','7','0','0','1341643273','1341643273','1340797631');
INSERT INTO `zhiyezhuang_tagindex` VALUES('723','白领','0','3','1','1','2','1338621474','1337778843','1329918938');
INSERT INTO `zhiyezhuang_tagindex` VALUES('724','韩国','0','2','1','0','1','1338621734','1337493760','1329918938');
INSERT INTO `zhiyezhuang_tagindex` VALUES('725','迪尔','0','5','3','2','2','1338621633','1338621633','1330493699');
INSERT INTO `zhiyezhuang_tagindex` VALUES('726','精品','0','8','1','1','0','1339816694','1340362703','1329918961');
INSERT INTO `zhiyezhuang_tagindex` VALUES('727','欧美','0','6','2','0','0','1340362293','1340362293','1337658700');
INSERT INTO `zhiyezhuang_tagindex` VALUES('728','口罩','8','3','1','1','1','1338621806','1338621806','1329919009');
INSERT INTO `zhiyezhuang_tagindex` VALUES('729','2011北京女','0','4','1','1','1','1339708050','1339708050','1329919016');
INSERT INTO `zhiyezhuang_tagindex` VALUES('730','春夏秋冬','0','6','1','0','1','1341226179','1339816324','1329919049');
INSERT INTO `zhiyezhuang_tagindex` VALUES('731','专业','0','3','4','1','2','1338622336','1337793761','1330339764');
INSERT INTO `zhiyezhuang_tagindex` VALUES('732','天津财','0','9','1','2','3','1339707875','1337493737','1329919295');
INSERT INTO `zhiyezhuang_tagindex` VALUES('733','大兴女装','0','2','1','0','0','1341916543','1341916543','1329919392');
INSERT INTO `zhiyezhuang_tagindex` VALUES('734','公司','0','9','9','0','0','1341645639','1341645639','1341182935');
INSERT INTO `zhiyezhuang_tagindex` VALUES('735','特种','0','12','1','1','1','1341473790','1341473790','1329919628');
INSERT INTO `zhiyezhuang_tagindex` VALUES('736','工作服厂','0','4','2','0','1','1334815882','1333970182','1329981810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('737','天津都梦制衣厂','0','11','1','0','0','1341879338','1341879338','1329919713');
INSERT INTO `zhiyezhuang_tagindex` VALUES('738','制服加工','0','6','1','0','0','1341644153','1341644153','1329919798');
INSERT INTO `zhiyezhuang_tagindex` VALUES('739','全棉工','0','2','1','0','1','1339117046','1337403608','1329919821');
INSERT INTO `zhiyezhuang_tagindex` VALUES('740','防护','8','7','2','0','0','1341149950','1341149950','1329920033');
INSERT INTO `zhiyezhuang_tagindex` VALUES('741','企业工作','0','2','1','0','1','1339816749','1337633959','1329919857');
INSERT INTO `zhiyezhuang_tagindex` VALUES('742','北京职业装tbJ','0','4','1','0','0','1339707479','1339707479','1329919926');
INSERT INTO `zhiyezhuang_tagindex` VALUES('743','北京北京职业','0','2','1','0','1','1339816287','1338138376','1329919926');
INSERT INTO `zhiyezhuang_tagindex` VALUES('744','沃克','0','3','1','1','2','1338622194','1337508000','1329920108');
INSERT INTO `zhiyezhuang_tagindex` VALUES('745','无锡市','0','4','1','2','3','1339707899','1337576338','1329920108');
INSERT INTO `zhiyezhuang_tagindex` VALUES('746','职业装 院校 趋向','0','5','1','0','1','1340678510','1339117331','1329920132');
INSERT INTO `zhiyezhuang_tagindex` VALUES('747','防护用品','8','5','1','0','2','1341690385','1340429826','1329920359');
INSERT INTO `zhiyezhuang_tagindex` VALUES('748','加工厂','0','9','3','0','0','1341916797','1341916797','1330493596');
INSERT INTO `zhiyezhuang_tagindex` VALUES('749','市场','0','2','2','0','1','1339117166','1337696889','1341586142');
INSERT INTO `zhiyezhuang_tagindex` VALUES('750','工作服、T恤、棉服','0','4','1','0','2','1339707607','1337576344','1329964694');
INSERT INTO `zhiyezhuang_tagindex` VALUES('751','天津市天津工作服','0','9','2','0','0','1341916909','1341916909','1330061419');
INSERT INTO `zhiyezhuang_tagindex` VALUES('752','天津牡丹制衣中心','0','5','1','1','1','1341823451','1341823451','1329967340');
INSERT INTO `zhiyezhuang_tagindex` VALUES('753','西红门','0','9','1','0','0','1340292077','1340292077','1329967921');
INSERT INTO `zhiyezhuang_tagindex` VALUES('754','大兴','0','4','1','0','0','1338621617','1338621617','1329967921');
INSERT INTO `zhiyezhuang_tagindex` VALUES('755','农业银行','0','6','1','0','0','1340697329','1340697329','1329968300');
INSERT INTO `zhiyezhuang_tagindex` VALUES('756','工商银行','0','9','1','1','2','1341473642','1340697260','1329968300');
INSERT INTO `zhiyezhuang_tagindex` VALUES('757','2011314','0','7','1','1','1','1341644225','1341644225','1329968342');
INSERT INTO `zhiyezhuang_tagindex` VALUES('758','专卖店','0','8','1','1','3','1341774423','1340361109','1329968424');
INSERT INTO `zhiyezhuang_tagindex` VALUES('759','23天津2010最新款式','0','6','1','0','0','1341050489','1341050489','1329981716');
INSERT INTO `zhiyezhuang_tagindex` VALUES('760','|工作服图片','0','0','1','0','0','1329981716','1329981716','1329981716');
INSERT INTO `zhiyezhuang_tagindex` VALUES('761','|最新款西服图片23','0','0','1','0','0','1329981716','1329981716','1329981716');
INSERT INTO `zhiyezhuang_tagindex` VALUES('762','保洁','0','7','2','0','3','1340265133','1338621497','1338162005');
INSERT INTO `zhiyezhuang_tagindex` VALUES('763','保洁员','0','7','1','0','0','1341916499','1341916499','1329981810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('764','酒店制服','0','4','1','0','2','1337403620','1334904375','1329981834');
INSERT INTO `zhiyezhuang_tagindex` VALUES('765','定做工作服','0','6','2','0','0','1340733374','1340733374','1330054810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('766','产品供应职业装','0','6','1','0','2','1339116730','1337537083','1329982229');
INSERT INTO `zhiyezhuang_tagindex` VALUES('767','职业装fcX','0','5','1','0','0','1340697451','1340697451','1329982302');
INSERT INTO `zhiyezhuang_tagindex` VALUES('768','产品供应职业装fcX','0','5','1','0','0','1341688181','1341688181','1329982302');
INSERT INTO `zhiyezhuang_tagindex` VALUES('769','北京职业装fcX','0','6','1','1','1','1337546283','1337546283','1329982302');
INSERT INTO `zhiyezhuang_tagindex` VALUES('770','样式','0','5','1','0','0','1338622236','1338622236','1329982361');
INSERT INTO `zhiyezhuang_tagindex` VALUES('771','种类','0','8','1','0','0','1341865426','1341865426','1329982396');
INSERT INTO `zhiyezhuang_tagindex` VALUES('772','多少','0','3','1','0','0','1337493758','1337493758','1329982396');
INSERT INTO `zhiyezhuang_tagindex` VALUES('773','定做POIO衫','0','7','1','1','1','1341645107','1341645107','1329982511');
INSERT INTO `zhiyezhuang_tagindex` VALUES('774','订做POIO衫','0','3','1','0','0','1337725713','1337725713','1329982511');
INSERT INTO `zhiyezhuang_tagindex` VALUES('775','POIO衫制作','0','4','1','0','0','1340697470','1340697470','1329982511');
INSERT INTO `zhiyezhuang_tagindex` VALUES('776','/上海工作服','0','0','1','0','0','1329982511','1329982511','1329982511');
INSERT INTO `zhiyezhuang_tagindex` VALUES('777','皮衣','2','5','1','1','1','1338199809','1338199809','1329984123');
INSERT INTO `zhiyezhuang_tagindex` VALUES('778','美容师','0','6','2','1','1','1339707755','1339707755','1330492783');
INSERT INTO `zhiyezhuang_tagindex` VALUES('779','连体','0','9','1','2','2','1338621837','1338621837','1329985418');
INSERT INTO `zhiyezhuang_tagindex` VALUES('780','塘沽','0','2','1','0','1','1338622134','1337522603','1330008783');
INSERT INTO `zhiyezhuang_tagindex` VALUES('781','治安','0','2','1','0','0','1338622303','1338622303','1330008783');
INSERT INTO `zhiyezhuang_tagindex` VALUES('782','纯棉','0','3','3','1','2','1339707513','1337740125','1330012171');
INSERT INTO `zhiyezhuang_tagindex` VALUES('783','秋冬','0','2','1','0','1','1338622011','1337493607','1330008810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('784','朝阳','0','5','3','1','2','1338621587','1337634044','1330492884');
INSERT INTO `zhiyezhuang_tagindex` VALUES('785','最好','0','5','2','0','0','1341804567','1341804567','1330012171');
INSERT INTO `zhiyezhuang_tagindex` VALUES('786','工程','0','2','1','0','1','1339707603','1337907678','1330008848');
INSERT INTO `zhiyezhuang_tagindex` VALUES('787','厨师','0','4','1','0','0','1341226868','1341226868','1330008848');
INSERT INTO `zhiyezhuang_tagindex` VALUES('788','北京工作服制服','0','3','1','0','0','1339707451','1339707451','1330008897');
INSERT INTO `zhiyezhuang_tagindex` VALUES('789','北京职业装西服','0','4','1','0','2','1339707477','1337576353','1330008897');
INSERT INTO `zhiyezhuang_tagindex` VALUES('790','北京文化衫T恤','0','6','1','0','0','1340689398','1340689398','1330008897');
INSERT INTO `zhiyezhuang_tagindex` VALUES('791','立领','0','3','1','1','2','1338621834','1337536859','1330009089');
INSERT INTO `zhiyezhuang_tagindex` VALUES('792','女式','0','8','2','0','0','1341151839','1341151839','1332474330');
INSERT INTO `zhiyezhuang_tagindex` VALUES('793','徽豪','0','8','1','0','1','1341731344','1340228617','1330009118');
INSERT INTO `zhiyezhuang_tagindex` VALUES('794','搭配','0','10','6','0','4','1341775260','1339707516','1338476545');
INSERT INTO `zhiyezhuang_tagindex` VALUES('795','鞋袜','0','4','1','2','3','1339707928','1337749148','1330009118');
INSERT INTO `zhiyezhuang_tagindex` VALUES('796','产品求购职业装','0','3','1','1','2','1339116742','1338094866','1330009281');
INSERT INTO `zhiyezhuang_tagindex` VALUES('797','酒店服装','0','3','2','0','0','1340403423','1340403423','1330491263');
INSERT INTO `zhiyezhuang_tagindex` VALUES('798','文化','0','8','1','1','1','1341369718','1341369718','1330011834');
INSERT INTO `zhiyezhuang_tagindex` VALUES('799','产品求购工作服','0','2','1','0','0','1341916537','1341916537','1330011863');
INSERT INTO `zhiyezhuang_tagindex` VALUES('800','产品求购工作服价格','0','5','1','0','1','1341864924','1340432695','1330011925');
INSERT INTO `zhiyezhuang_tagindex` VALUES('801','北京工作服价格','0','5','2','0','0','1340697174','1340697174','1330054347');
INSERT INTO `zhiyezhuang_tagindex` VALUES('802','工作服定制，','0','10','1','1','1','1341345863','1341345863','1330012119');
INSERT INTO `zhiyezhuang_tagindex` VALUES('803','代理工作服定制，','0','2','1','0','1','1339707526','1338051539','1330012119');
INSERT INTO `zhiyezhuang_tagindex` VALUES('804','北京工作服定制，','0','1','1','0','0','1337403652','1337403652','1330012119');
INSERT INTO `zhiyezhuang_tagindex` VALUES('805','最快','0','6','1','0','3','1341153096','1339043171','1330012171');
INSERT INTO `zhiyezhuang_tagindex` VALUES('806','苏州工作服','0','7','1','1','3','1339117170','1337536837','1330012197');
INSERT INTO `zhiyezhuang_tagindex` VALUES('807','女西服订做Fnd','0','3','1','0','2','1339707778','1337835595','1330012236');
INSERT INTO `zhiyezhuang_tagindex` VALUES('808','北京女西服订','0','3','1','0','0','1340311414','1340311414','1330012236');
INSERT INTO `zhiyezhuang_tagindex` VALUES('809','适合','0','4','1','0','0','1340858360','1340858360','1330012325');
INSERT INTO `zhiyezhuang_tagindex` VALUES('810','样子','0','3','1','1','2','1338622240','1337850031','1330012325');
INSERT INTO `zhiyezhuang_tagindex` VALUES('811','什么','0','2','1','0','1','1338622103','1337551255','1330012325');
INSERT INTO `zhiyezhuang_tagindex` VALUES('812','米琪','0','2','1','0','1','1338621853','1337778839','1330012411');
INSERT INTO `zhiyezhuang_tagindex` VALUES('813','正装','0','3','2','1','2','1338622275','1337662670','1330340136');
INSERT INTO `zhiyezhuang_tagindex` VALUES('814','新人','0','2','1','0','1','1339707935','1337808002','1330012461');
INSERT INTO `zhiyezhuang_tagindex` VALUES('815','求职','0','4','1','1','2','1338622029','1337893276','1330012461');
INSERT INTO `zhiyezhuang_tagindex` VALUES('816','毕业生','0','3','1','0','0','1339816299','1339816299','1330012461');
INSERT INTO `zhiyezhuang_tagindex` VALUES('817','大学生','0','4','2','0','2','1340262965','1338505544','1337658746');
INSERT INTO `zhiyezhuang_tagindex` VALUES('818','嘉定空姐服职业装、','0','2','1','0','0','1337484049','1337484049','1330012485');
INSERT INTO `zhiyezhuang_tagindex` VALUES('819','新郎','0','2','1','0','1','1339707933','1337522570','1330012523');
INSERT INTO `zhiyezhuang_tagindex` VALUES('820','品牌','0','9','8','0','0','1341643311','1341643311','1340797631');
INSERT INTO `zhiyezhuang_tagindex` VALUES('821','北京职业装x','0','2','1','0','1','1340316103','1337778833','1330012591');
INSERT INTO `zhiyezhuang_tagindex` VALUES('822','产品求购北京职业装x','0','5','1','0','1','1339707497','1337576318','1330012591');
INSERT INTO `zhiyezhuang_tagindex` VALUES('823','北京北京职业装x','0','5','1','1','2','1339116610','1338127428','1330012591');
INSERT INTO `zhiyezhuang_tagindex` VALUES('824','合肥工作服定制','0','2','1','0','0','1341916768','1341916768','1330012631');
INSERT INTO `zhiyezhuang_tagindex` VALUES('825','北京合肥工作服定','0','3','1','0','0','1339707453','1339707453','1330012631');
INSERT INTO `zhiyezhuang_tagindex` VALUES('826','衬衣','2','3','2','1','2','1338621591','1337484066','1330053938');
INSERT INTO `zhiyezhuang_tagindex` VALUES('827','产品供应工作服','0','2','2','0','0','1339116726','1339116726','1330055362');
INSERT INTO `zhiyezhuang_tagindex` VALUES('828','定做工服','0','4','1','0','2','1339116791','1336774859','1330052996');
INSERT INTO `zhiyezhuang_tagindex` VALUES('829','保洁服','0','2','1','0','0','1340697161','1340697161','1330052996');
INSERT INTO `zhiyezhuang_tagindex` VALUES('830','品品牌西服','0','5','1','0','1','1341690217','1340431790','1330052996');
INSERT INTO `zhiyezhuang_tagindex` VALUES('831','藏青色上海工作服制服','0','2','1','0','1','1339707493','1337493623','1330053115');
INSERT INTO `zhiyezhuang_tagindex` VALUES('832','采购藏青色上','0','1','1','0','0','1337764420','1337764420','1330053115');
INSERT INTO `zhiyezhuang_tagindex` VALUES('833','夏季工作服','0','5','3','0','0','1340697410','1340697410','1330059631');
INSERT INTO `zhiyezhuang_tagindex` VALUES('834','上海工作服T','0','2','2','0','1','1339117105','1337493756','1330053776');
INSERT INTO `zhiyezhuang_tagindex` VALUES('835','恤-紫羲','0','0','2','0','0','1330053148','1330053148','1330053776');
INSERT INTO `zhiyezhuang_tagindex` VALUES('836','批发1职','0','2','1','0','0','1341916848','1341916848','1330053210');
INSERT INTO `zhiyezhuang_tagindex` VALUES('837','哪些','0','2','1','0','1','1338621873','1337551317','1330053396');
INSERT INTO `zhiyezhuang_tagindex` VALUES('838','材料','0','3','1','0','2','1339707488','1337850017','1330053396');
INSERT INTO `zhiyezhuang_tagindex` VALUES('839','职业装JyAu','0','3','1','1','2','1339708009','1337508019','1330053416');
INSERT INTO `zhiyezhuang_tagindex` VALUES('840','代理职业装JyAu','0','7','1','0','0','1341346435','1341346435','1330053417');
INSERT INTO `zhiyezhuang_tagindex` VALUES('841','北京职业装JyAu','0','2','1','0','1','1339116693','1337484126','1330053417');
INSERT INTO `zhiyezhuang_tagindex` VALUES('842','北京定做工作服','0','6','1','0','0','1337793800','1337793800','1330053460');
INSERT INTO `zhiyezhuang_tagindex` VALUES('843','山西工作服','0','3','1','1','2','1339707813','1337740139','1330053460');
INSERT INTO `zhiyezhuang_tagindex` VALUES('844','太原服装厂','0','2','1','0','1','1339707856','1337403550','1330053460');
INSERT INTO `zhiyezhuang_tagindex` VALUES('845','求购信息','0','2','2','0','1','1339707802','1337725717','1330055383');
INSERT INTO `zhiyezhuang_tagindex` VALUES('846','北京工作服-羽绒服','0','0','1','0','0','1330053596','1330053596','1330053596');
INSERT INTO `zhiyezhuang_tagindex` VALUES('847','上海客房制服','0','3','2','1','2','1339707822','1337493655','1330057959');
INSERT INTO `zhiyezhuang_tagindex` VALUES('848','酒店客房制服','0','2','2','0','0','1340697298','1340697298','1330057959');
INSERT INTO `zhiyezhuang_tagindex` VALUES('849','客房工作服制服','0','6','1','0','1','1339707713','1337950765','1330053642');
INSERT INTO `zhiyezhuang_tagindex` VALUES('850','酒','0','3','1','0','0','1341646058','1341646058','1330053642');
INSERT INTO `zhiyezhuang_tagindex` VALUES('851','订做工装','0','3','1','0','0','1339707553','1339707553','1330053905');
INSERT INTO `zhiyezhuang_tagindex` VALUES('852','前台工作服','0','3','1','0','1','1340872276','1339117032','1330053905');
INSERT INTO `zhiyezhuang_tagindex` VALUES('853','北京女职业装','0','7','1','0','1','1341709010','1340501687','1330053993');
INSERT INTO `zhiyezhuang_tagindex` VALUES('854','穿着','0','3','1','0','0','1338621602','1338621602','1330054038');
INSERT INTO `zhiyezhuang_tagindex` VALUES('855','礼仪','0','4','1','0','0','1338621830','1338621830','1330054038');
INSERT INTO `zhiyezhuang_tagindex` VALUES('856','讲解','0','6','1','1','2','1338621765','1337403542','1330054038');
INSERT INTO `zhiyezhuang_tagindex` VALUES('857','上海职业装量体师招聘','0','3','1','1','2','1339707828','1337711309','1330054082');
INSERT INTO `zhiyezhuang_tagindex` VALUES('858','医疗服装','0','4','1','2','3','1339558252','1337565721','1330054279');
INSERT INTO `zhiyezhuang_tagindex` VALUES('859','美容服','0','2','1','0','1','1339707752','1337749146','1330054279');
INSERT INTO `zhiyezhuang_tagindex` VALUES('860','物业服','0','3','1','0','0','1339117244','1339117244','1330054279');
INSERT INTO `zhiyezhuang_tagindex` VALUES('861','上海工作服 制服','0','6','1','1','1','1340876737','1340876737','1330054433');
INSERT INTO `zhiyezhuang_tagindex` VALUES('862','代理工作服','0','3','1','1','2','1339116779','1337508051','1330054598');
INSERT INTO `zhiyezhuang_tagindex` VALUES('863','选择','0','2','1','0','0','1340697422','1340697422','1330054652');
INSERT INTO `zhiyezhuang_tagindex` VALUES('864','特性','0','3','1','0','0','1338622151','1338622151','1330054652');
INSERT INTO `zhiyezhuang_tagindex` VALUES('865','定做T恤衫','0','7','1','0','0','1341558737','1341558737','1330054810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('866','订做西服','0','3','1','0','0','1340869770','1340869770','1330054810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('867','定做制服','0','4','1','0','0','1339116802','1339116802','1330054810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('868','定做职','0','3','1','0','0','1339707545','1339707545','1330054810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('869','批发上海','0','3','3','0','0','1341916845','1341916845','1330058992');
INSERT INTO `zhiyezhuang_tagindex` VALUES('870','西服套装','0','4','1','2','3','1339125681','1337605176','1330054897');
INSERT INTO `zhiyezhuang_tagindex` VALUES('871','韩版西服','0','3','1','0','1','1341916765','1340430346','1330054897');
INSERT INTO `zhiyezhuang_tagindex` VALUES('872','天津 职业装 上海','0','3','1','0','2','1339732354','1337764416','1330054930');
INSERT INTO `zhiyezhuang_tagindex` VALUES('873','男式西服 西服','0','3','1','1','2','1339707768','1337551321','1330054962');
INSERT INTO `zhiyezhuang_tagindex` VALUES('874','北京梦佳','0','2','1','0','1','1339116658','1337764420','1330055112');
INSERT INTO `zhiyezhuang_tagindex` VALUES('875','北京专业绣字211477','0','2','1','0','1','1339707483','1337551357','1330055307');
INSERT INTO `zhiyezhuang_tagindex` VALUES('876','北京盛装','0','2','1','0','0','1339816289','1339816289','1330055383');
INSERT INTO `zhiyezhuang_tagindex` VALUES('877','介绍','0','5','1','0','2','1340859294','1338621785','1330055460');
INSERT INTO `zhiyezhuang_tagindex` VALUES('878','常见','0','2','1','0','0','1338621575','1338621575','1330055460');
INSERT INTO `zhiyezhuang_tagindex` VALUES('879','几种','0','3','1','1','1','1339116921','1339116921','1330055460');
INSERT INTO `zhiyezhuang_tagindex` VALUES('880','专业定做','0','2','1','0','1','1339117344','1337522553','1330055482');
INSERT INTO `zhiyezhuang_tagindex` VALUES('881','怎样','0','5','1','0','1','1338622255','1337330094','1330055537');
INSERT INTO `zhiyezhuang_tagindex` VALUES('882','批发 上海','0','3','1','1','2','1339731304','1337565736','1330055604');
INSERT INTO `zhiyezhuang_tagindex` VALUES('883','天津北京西服定','0','4','1','0','0','1341916887','1341916887','1330055934');
INSERT INTO `zhiyezhuang_tagindex` VALUES('884','中国设计','0','4','1','0','3','1339813366','1337605168','1330055956');
INSERT INTO `zhiyezhuang_tagindex` VALUES('885','中国制造','0','3','1','0','1','1340869636','1339708019','1330055956');
INSERT INTO `zhiyezhuang_tagindex` VALUES('886','女性西服','0','3','1','0','0','1340529353','1340529353','1330055999');
INSERT INTO `zhiyezhuang_tagindex` VALUES('887','西服裙定做','0','5','1','0','1','1341824289','1339816816','1330055999');
INSERT INTO `zhiyezhuang_tagindex` VALUES('888','新款西服','0','3','1','1','2','1339707932','1337696893','1330055999');
INSERT INTO `zhiyezhuang_tagindex` VALUES('889','女','0','2','1','0','0','1340697332','1340697332','1330055999');
INSERT INTO `zhiyezhuang_tagindex` VALUES('890','百','0','3','1','0','1','1340854112','1339116599','1330056162');
INSERT INTO `zhiyezhuang_tagindex` VALUES('891','女西装','0','3','1','1','1','1338621914','1338621914','1330056195');
INSERT INTO `zhiyezhuang_tagindex` VALUES('892','上海男西装','0','2','1','0','1','1339816759','1337850027','1330056195');
INSERT INTO `zhiyezhuang_tagindex` VALUES('893','上海女西装','0','5','1','1','2','1341643425','1340697355','1330056195');
INSERT INTO `zhiyezhuang_tagindex` VALUES('894','上海工作服公司-制服','0','0','1','0','0','1330056195','1330056195','1330056195');
INSERT INTO `zhiyezhuang_tagindex` VALUES('895','朝阳企业信','0','5','1','0','3','1340871517','1338505390','1330056360');
INSERT INTO `zhiyezhuang_tagindex` VALUES('896','旧','0','2','1','0','1','1338621796','1337808006','1330056393');
INSERT INTO `zhiyezhuang_tagindex` VALUES('897','风衣','0','4','2','0','1','1340859735','1339707578','1331476804');
INSERT INTO `zhiyezhuang_tagindex` VALUES('898','雅戈尔西服 雅戈尔','0','7','1','1','1','1341690098','1341690098','1330056979');
INSERT INTO `zhiyezhuang_tagindex` VALUES('899','西服加工|藏','0','0','1','0','0','1330057012','1330057012','1330057012');
INSERT INTO `zhiyezhuang_tagindex` VALUES('900','供应北京','0','6','1','0','0','1340697265','1340697265','1330057057');
INSERT INTO `zhiyezhuang_tagindex` VALUES('901','西服厂','0','7','1','0','0','1341473682','1341473682','1330057404');
